letra,duração,exibições 
"[['Minha gente é humilde e simples', 'Mas ela é forte e sinceraPorque nós somos da pazMas nós não fugimos da guerraDeus me deu coragem, um domE um bom pedaço de terraIluminou minha visãoE minha escravidão já era'], ['Revolucionar-se pra melhor', 'Revolucionar, sem ilusão', 'Revolucionar-se pra melhor', 'Emissário ao cais, tô na missão'], ['Deixar crescer minhas asas', 'Uma só vida pra viver, tenho sede nela eu vou'], ['Sobrevoar toda cidade', 'Sobrevoar toda cidade'], ['Essa daqui é pra provar', 'Pros que não acreditaram', 'Que essa porra vale ouro', 'Fina arte é o meu tesouro', 'Conquistei o meu espaço com a bolada que eu faço', 'No mundo paralelo exorcizado no compasso', 'Quem curte skate, rock, rua, praia, fuleragem', 'Santos, mó loucura, Charlie Brown é minha viagem', 'Risadas no caminho sem perder meu estilo', 'Charlie Brown amor eterno, Charlie Brown de pai pra filho'], ['Na vida tudo é possível', 'A mente atrai o que você pensar', 'O universo é um campo', 'E a vida é saber jogar', 'E a vitória é eminente', 'Pra quem tem fé um ponto a mais', 'A subida é longa, eu sei', 'Mas Deus me deu o dom a inteligência e a voz'], ['Dropar as ondas mais altas'], ['Uma só vida pra viver', 'Tenho sede e nela eu vou'], ['Sobrevoar toda cidade', 'Sobrevoar toda cidade'], ['Santos, baixada, domingo de sol', 'Andando de skate, ou assistindo futebol', 'A raça unida jamais será vencida', 'A família unida é o que pega é o que liga', 'Se liga, me diga, se a vida aqui não merece uma chance', 'Fora do pesadelo, esperto no lance', 'A vida, vivida de um modo simples é bem melhor pra mim', 'A vida, vivida de um modo simples é bem melhor pra mim', 'A aparente possibilidade de mudar as coisas', 'Deixar crescer minhas asas, voar pela cidade', 'Viver com emoção, com muito estilo e liberdade!']]",193,67189
"[['Atenção, rapaziada, a dona do sorriso mais lindo vai passar', 'E quando ela passar eu não quero ver ninguém perdendo a linha', 'Ela vem com o seu sorriso estonteante', 'Dona de um andar que é só dela', 'E uma personalidade única'], ['Você é tão cheia de vida', 'Que ninguém resiste a você', 'Você é tão cheia de vida', 'Que ninguém resiste a você'], ['Quando você encontra uma pessoa', 'Que te faz esquecer tudo', 'Que te faz tão bem', 'Até numa fase problema e você nem lembra', 'Quando você encontra uma pessoa', 'Que te faz esquecer tudo', 'Que te faz tão bem', 'Até numa fase problema e você nem lembra, nem lembra'], ['Eu quero que você fique segura', 'Fazer amor contigo na minha cama ou na sua', 'E uma dose muito forte não vai ser suficiente', 'Me sinto mais em casa quando você está presente', 'Então', 'Fica mais, fica mais um pouco', 'Porque muito de você pra mim ainda é pouco', 'Então fica mais, fica mais um pouco, então', 'Você me deixa muito louco'], ['Você é tão cheia de vida', 'Que ninguém resiste a você, oh não', 'Você é tão cheia de vida', 'Que ninguém resiste a você, oh não']]",385,291956
"[['Como se o silêncio dissesse tudo', 'Um sentimento bom que me leva pra outro mundo', 'A vontade de te ver já é maior que tudo', 'Não existem distâncias no meu novo mundo'], ['Tipo coisas da sétima arte', 'Aconteceu sem que eu imaginasse', 'Sonho de consumo cantar na sua festa', 'Vem dançar comigo, aproveita e me sequestra', 'Amor vagabundo, intenso ou muita pressa', 'Não sei como termina, mas sei como começa'], ['Fiz essa canção pra dizer algumas coisas', 'Cuidado com o destino, ele brinca com as pessoas', 'Tipo uma foto com sorriso inocente', 'Mas a vida tinha um plano e separou a gente'], ['Mas se quem eu amo tem amor por mim', 'Se quem eu amo tem amor por mim', 'Eu sei que ainda estamos muito longe do fim'], ['A vontade de te ver já é maior que tudo', 'E não existem distâncias no meu novo mundo', 'A vontade de te ver já é maior que tudo', 'E não existem distâncias no meu novo mundo'], ['A vontade de te ver já é maior que tudo', 'E não existem distâncias no meu novo mundo', 'A vontade de te ver já é maior que tudo', 'E não existem distâncias no meu novo mundo'], ['Fiz essa canção pra dizer algumas coisas', 'Cuidado com o destino, ele brinca com as pessoas', 'Tipo uma foto com sorriso inocente', 'Mas a vida tinha um plano e separou a gente'], ['Mas se quem eu amo tem amor por mim', 'Se quem eu amo tem amor por mim', 'Eu sei que ainda estamos muito longe do fim'], ['A vontade de te ver já é maior que tudo', 'E não existem distâncias no meu novo mundo', 'A vontade de te ver já é maior que tudo', 'E não existem distâncias no meu novo mundo'], ['A vontade de te ver já é maior que tudo', 'E não existem distâncias no meu novo mundo', 'A vontade de te ver já é maior que tudo', 'E não existem distâncias no meu novo mundo']]",206,5132641
"[['Hoje eu não estou pra ninguém', 'Só estou pra ela', 'Ela vem de branco pra fazer mais uma história', 'Ponto alto da loucura, enlouquece e fica nua'], ['Vem que eu te quero também', 'Menina linda', 'Do jeito que eu te olho dá pra ver que tem história', 'E eu sou louco por você e o que interessa é aqui e agora'], ['Vem que eu te quero também', 'Menina linda (vem)'], ['Vem que eu te quero também', 'Menina linda (vem)'], ['A vida é uma boca a ser beijada', 'Mas a vida só gosta de quem gosta de viver', 'A vida não quer ser desperdiçada', 'Aproveite o seu tempo, está tudo aí pra você'], ['Guarde o melhor para mim', 'Hoje me espera', 'Do jeito que eu te pego, eu só largo quando gozo', 'Eu sou seu dono, eu sei eu posso', 'Eu sou o dono da favela'], ['Ela nasceu para mim e eu pra ela', 'Num dia frio, ensolarado eu quero ela do meu lado', 'Nosso amor tem muita força', 'Já passamos muitas coisas'], ['Vem que eu te quero também', 'Menina linda (vem)'], ['Vem que eu te quero também', 'Menina linda (vem)'], ['A vida é uma boca a ser beijada', 'Mas a vida só gosta de quem gosta de viver', 'A vida não quer ser desperdiçada', 'Aproveite o seu tempo, está tudo aí pra você'], ['Eu amo, eu vivo', 'Do jeito que gosto', 'Do jeito que eu quero'], ['Eu amo, eu vivo', 'Do jeito que gosto', 'Do jeito que eu quero']]",267,93278
"[['Rock Star!', 'Ela passa na caranga ouvindo o som da minha banda', 'Com olhar de veneno e não é mais criança', 'Ela é muito gostosa e usa roupa colada', 'Completamente pronta, ela é a melhor da parada', 'O doce dela é bala e ela vai na rave', 'Eu vou colar com ela, ela me deixa crazy', 'Eu vou levar ela onde ela nunca esteve', 'Eu vou chegar com ela na pegada'], ['Rock Star!', 'Favela rock star!', 'Baixada rock star!', 'Maloca rock star!', 'Rock Star!'], ['Ela deitou, tirou a roupa e me pediu um abraço', 'Tá ligado vagabundo, aqui é o H. Arte', 'Style Pimp eu sou, ela é gata, eu vou', 'Mulher bonita e vagabundo sempre combinou', 'O doce dela é bala e ela vai na rave', 'Eu vou colar com ela, ela me deixa crazy', 'Eu vou levar ela onde ela nunca esteve', 'Eu vou chegar com ela na pegada'], ['Rock Star!', 'Maloca rock star!', 'Favela rock star!', 'Skateboard rock star!'], ['Nós tamo aqui é pra provar', 'Pros que não acreditaram', 'Que essa porra vale ouro', 'Que minha arte é meu tesouro', 'Conquistei o meu espaço', 'Com a bolada que eu faço', 'Num mundo paralelo, exorcizado no compasso', 'Quem curte skate, rock, rua, praia, fuleragem', 'Santos, mó loucura, Charlie Brown na viagem', 'Risadas no caminho sem perder o estilo', 'Charlie Brown, amor eterno', 'Charlie Brown de pai pra filho'], ['O doce dela é bala e ela vai na rave', 'Eu vou colar com ela, ela me deixa crazy', 'Eu vou levar ela onde ela nunca esteve', 'Eu vou chegar com ela na pegada'], ['Rock Star!', 'Favela rock star!', 'Maloca rock star!', 'Favela rock star!'], ['Party like a rock star']]",173,59059
"[['Deus me abençoou e me deu um dom', 'Pra essa menina linda, eu vou escrever um som', 'Meu coração que bate aqui é dela', 'Ela continua linda, ela continua bela'], ['Eu perguntei: tá tudo bem?', 'Ela sorriu, disse que sim', 'Tá tudo bom pra ela', 'Então tá tudo bom pra mim'], ['Esqueça tudo e me beije', 'Como a muito tempo eu sonho', 'Me dê você de presente', 'Faça dessa noite um sonho'], ['Esqueça tudo e me beije', 'Como há muito tempo eu sonho', 'Me dê você de presente', 'Faça dessa noite um sonho'], ['Pois não existe nada melhor', 'E se existia, não existe mais', 'Não existe nada melhor', 'E se existia, não existe mais'], ['Eu voo a sem perder de vista', 'O que pra mim é imprescindível', 'A minha mega special girl', 'O meu sonho mais incrível', 'Imperdível', 'Ela é mais do que eu possa dizer', 'Ela é a menina mais incrível desse mundo'], ['Então, já faz um tempo que eu gosto dela', 'Ela continua linda, ela continua bela', 'Eu perguntei: tá tudo bem?', 'Ela sorriu, disse que sim', 'Tá tudo bom pra ela', 'Então tá tudo bom pra mim'], ['Então vem ser minha, vem ser minha namorada', 'Vem ser minha, vem ser minha gata', 'Vem ser minha, vem ser minha namorada', 'Vem ser minha, vem ser minha gata'], ['A vida é uma boca a ser beijada', 'Mas a vida só gosta de quem gosta de viver', 'A vida não quer ser desperdiçada', 'Aproveite o seu tempo, está tudo aí pra você'], ['Então, esqueça tudo e me beije', 'Como há muito tempo eu sonho', 'Me dê você de presente', 'Faça dessa noite um sonho'], ['Então, esqueça tudo e me beije', 'Como há muito tempo eu sonho', 'Me dê você de presente', 'Faça dessa noite um sonho'], ['Pois não existe nada melhor', 'E se existia, não existe mais', 'Não existe nada melhor', 'E se existia, não existe mais'], ['Eu sigo calmo, seguro, tranquilo', 'Ir com ela pra uma noite muito boa', 'Mas antes vou jantar, vou tomar um vinho', 'Fumar um beck no meu carro novinho!'], ['Então, já faz um tempo que eu gosto dela', 'Ela continua linda, ela continua bela!', 'Eu perguntei: tá tudo bem?', 'Ela sorriu, disse que sim', 'Tá tudo bom pra ela', 'Então tá tudo bom pra mim'], ['Vem ser minha, vem ser minha namorada', 'Vem ser minha, vem ser minha gata', 'Vem ser minha, vem ser minha namorada', 'Vem ser minha, vem ser minha gata']]",326,452303
"[['A gente passa o dia junto', 'A gente fala sobre tudo', 'Mas eu sinto você tão longe'], ['Você diz sempre que me ama, mas não age como tal', 'Será que amar demais, às vezes faz tão mal?', 'Eu me pergunto por que as coisas são assim', 'Todo dia eu recomeço muito perto do fim', 'Mas o fato é que fomos, somos e seremos sempre muito fortes'], ['A gente corre o tempo todo atrás de um tal de ideal', 'Baseado num formato que talvez não seja o ideal', 'Nem pra você, nem pra mim, nem pra você, nem pra mim', 'Eu olho pra você, eu vejo muito do que eu quero', 'Mas o mesmo de você, sinceramente, eu já nem mais espero', 'Já nem sei mais se eu quero, nem sei se quero'], ['Você era o meu céu, era meu chão, era meu mundo', 'O nosso sonho era rodarmos juntos o mundo', 'Mas nós nos perdemos pelo mundo', 'Dia após dia, cada um no seu mundo', 'Cada um no seu mundo', 'Mundo esse que era o nosso mundo', 'Que era o nosso mundo'], ['Eu olho pra você, eu vejo muito do que eu quero', 'Mas o mesmo de você, sinceramente, eu já nem mais espero', 'Já nem sei mais se eu quero, nem sei se quero', 'Hoje sou eu que não mais te quero', 'Hoje sou eu que não mais te espero', 'Hoje sou eu que não mais te quero', 'Hoje sou eu que não mais te espero'], ['A gente fala sobre tudo', 'A gente passa o dia junto', 'Mas eu sinto você tão longe'], ['Você diz sempre que me ama, mas não age como tal', 'Será que amar demais, às vezes faz tão mal?', 'E eu me pergunto por que as coisas são assim', 'Todo dia eu recomeço muito perto do fim', 'Mas o fato é que fomos, somos e seremos sempre muito fortes'], ['A gente corre o tempo todo atrás de um tal de ideal', 'Baseado num formato que talvez não seja o ideal', 'Nem pra você, nem pra mim, nem pra você, nem pra mim'], ['Eu olho pra você, eu vejo muito do que eu quero', 'Mas o mesmo de você, sinceramente, eu já nem mais espero', 'Já nem sei mais se eu quero, nem sei se quero', 'Hoje sou eu que não mais te quero', 'Hoje sou eu que não mais te espero', 'Hoje sou eu que não mais te quero', 'Hoje sou eu que não mais te espero', 'Hoje sou eu que não mais te quero', 'Hoje sou eu que não mais te espero', 'Hoje sou eu que não mais te quero', 'Hoje sou eu que não mais te espero'], ['Hoje sou eu que não mais te quero', 'Hoje sou eu que não mais te espero', 'Hoje sou eu que não mais te quero', 'Hoje sou eu que não mais te espero', 'Não mais te espero']]",92,277819
"[['Todo mundo sabe bem', 'Que a gente tira muita onda', 'Todo mundo sabe bem', 'Que a gente só queima de bomba'], ['Todo mundo sabe bem', 'Que aqui só tem bom coração', 'Todo mundo sabe bem', 'Que aqui não tem vacilação'], ['Somos poucos, mas somos loucos', 'Ninguém segura o visionário bicho solto', 'Um ser humano nunca é igual ao outro', 'Mas o guerreiro é quem salva o outro'], ['Meu nome é Chorão', 'Eu sou linha de frente', 'Mas esqueço do mundo', 'Quando ando de skate'], ['De vez em quando eu vou pro baile', 'Que é pra sola gasta', 'Eu trabalho pra caralho', 'Mas nasci pra vadiar'], ['Porque é bem assim que eu sou', 'O maloqueiro que virou', 'Seu castelo de areia', 'O vento levou'], ['Muitos sabem quem eu sou', 'Mas poucos me conhecem', 'Uma mulher que eu já catei', 'Pode crê que não me esquece'], ['Vencer na vida não é fácil', 'Num mundo decadente', 'Um milhão de recalcado', 'Pra puxar o seu tapete'], ['Mas do jeito que vim', 'É do jeito que vou', 'É como vivo', 'Como ando', 'Como penso', 'Como sou'], ['Somos poucos, mas somos loucos', 'Ninguém segura o visionário bicho solto', 'Um ser humano nunca é igual ao outro', 'Mas o guerreiro é quem salva o outro']]",151,38188
"[['Quero voltar pra você', 'Quero de volta o meu lugar', 'Não sou feliz sozinho', 'Não sei bem qual é o caminho'], ['Eu não vou a lugar nenhum sem você', 'Não tenho lugar pra voltar', 'Eu estive só, estive sozinho', 'Quanto tempo foi perdido'], ['Acende a luz', 'Que eu quero ver você aqui pra mim', 'Essa é o dia que eu tanto esperei'], ['Esquece tudo agora', 'Só existe a gente aqui', 'Então se deite e me beije', 'E se solte muito mais'], ['Vou me embriagar de você', 'Eu vou me embriagar de você', 'Vou me embriagar de você', 'Eu vou me embriagar de você'], ['Quero voltar pra você', 'Quero de volta o meu lugar', 'Não sou feliz sozinho', 'Não sei bem qual é o caminho'], ['Eu não vou a lugar nenhum sem você', 'Não tenho lugar pra voltar', 'Eu estive só, estive sozinho', 'Quanto tempo foi perdido'], ['Acende a luz', 'Que eu quero ver você aqui pra mim', 'Essa é o dia que eu tanto esperei'], ['Esquece tudo agora', 'Só existe a gente aqui', 'Então se deite e me beije', 'E se solte muito mais'], ['Vou me embriagar de você', 'Eu vou me embriagar de você', 'Vou me embriagar de você', 'Eu vou me embriagar de você'], ['Sorrir, chorar, viver', 'Tentar entender essas coisas malucas da vida', 'Que bom que é ter você', 'Você é a melhor coisa que eu tenho na vida'], ['Sorrir, chorar, viver', 'Tentar entender essas coisas malucas da vida', 'Que bom que é ter você', 'Você é a melhor coisa que eu tenho na vida']]",264,107374
"[['Sei que eu não posso reclamar muito das coisas', 'Mas eu não entendo por que sou tratado assim'], ['Sei que no mundo existe muita gente doida', 'Mas cada um no seu caminho', 'Não se deixem confundir'], ['Eu quero paz e liberdade', 'Pra viver do jeito que eu estou afim', 'Do jeito que eu estou afim'], ['Eu vou rodar essa cidade', 'Porque sei que em algum lugar', 'A garota do meu sonho', 'Está esperando por mim'], ['Eu quero a garota mais linda do bar', 'Me dá uma chance pra eu poder provar', 'Que o mundo pode ser seu', 'Meu mundo pode ser seu', 'Meu mundo pode ser'], ['Eu quero a garota mais linda do bar', 'Me dá uma chance pra eu poder provar', 'Que o mundo pode ser seu', 'Meu mundo pode ser seu', 'Meu mundo pode ser'], ['Resignação nunca foi conformismo', 'Eu também tô bolado buscando sentido', 'Por que tanta angústia?', 'Por que tanta dor?', 'Sou um guerreiro que canta com amor'], ['Mas eu vejo o amor o tempo todo', 'Eu quero ela em clima quente', 'Nua e inigualável', 'Minha gata insaciável'], ['Eu quero a garota mais linda do bar', 'Me dá uma chance pra eu poder provar', 'Que o mundo pode ser seu', 'Meu mundo pode ser seu', 'Meu mundo pode ser'], ['Eu quero a garota mais linda do bar', 'Me dá uma chance pra eu poder provar', 'Que o mundo pode ser seu', 'Meu mundo pode ser seu', 'Meu mundo pode ser']]",245,74923
