letra,duração,exibições 
"[['Ladies and gentleman', 'I would like to present:'], ['Skate Vibration, Charlie Brown!'], ['Straight out from the hood, Sacramento!', 'And we now are Green Goes!'], ['You know that I know and I know that you know', ""That you don't want it! You don't want it!"", 'I know that you know and you know that I know', ""That you don't want it! You don't want it!"", ""Tell me if it's real, if is really real"", ""Let me know is real yo! So what's the deal yo!"", ""Tell me if it's real, if is really real"", ""Let me know is real yo! So what's the deal yo!""], ['Give what you got, by giving it all away', 'Give what you got, by giving it all away'], ['Gotta keep what you got'], [""'Cause"", 'And the music is hard'], ['Can you feel what...?'], ['De skate eu vim, de skate eu vou!', 'De skate eu vim, de skate eu vou!'], ['Tell me if is real, if is really real', 'Let me know is real yo, ...', 'Tell me if is real, if is really real', 'Let me know is real yo,...'], ['Give what you got, by giving it all away', 'Give what you got, by giving it all away'], ['Strange is the way I feel now', ""I feel strange but I won't change"", ""'Cause I want to be myself""], ['Strange is the way I feel now', 'I have given my all into the end', 'Please I want to be myself'], ['Já lancei no muro, rabisquei no caderno, tatuei na pele', 'Skateboard amor eterno!'], ['Old school, new school, old way, stay whill!', 'Old', 'Tell me if is real, if is really real', 'Let me know is real yo,...', 'Tell me if is real, if is really real', 'Let me know is real yo,...'], ['Give what you got, by giving it all away', 'Give what you got, by giving it all away'], ['Strange is the way I feel now', ""I feel strange but I won't change"", 'Please I want to be myself'], ['Strange is the way I feel now', 'I have given my all into the end', 'Please I want to be myself'], ['(Solo)'], ['Strange is the way I feel now', ""I feel strange but I won't change"", 'Please I want to be myself'], ['Strange is the way I feel now', 'I have given my all into the end', 'Please I want to be myself'], ['Tô mais perto da revolta do que da revolução', 'Conspiração do novo joga irmão contra irmão', 'Eu não saio do movimento, sou um cara do movimento', 'Que faz acontecer, não tá perdido no vento!']]",239,69151
[],95,10462
"[['Na vida tudo se baseia na confiança', 'Tamo aí na luta sem perder a esperança', 'Você corre comigo porque sabe quem eu sou', 'Mais um sobrevivente que o sistema lesou'], ['Eles falam em crescimento e não fortalecem o povo', 'Enganaram você e ainda vão fazer de novo', 'Vão fazer de novo'], ['Vão fazer de novo! (Vão fazer de novo! Vão fazer de novo!)'], ['Vão fazer de novo!'], ['(Vão fazer de novo! Vão fazer de novo! Vão fazer de novo!)'], ['Na vida tudo se baseia na confiança', 'Tamo aí na luta sem perder a esperança', 'Você corre comigo porque sabe quem eu sou', 'Mais um sobrevivente que o sistema lesou'], ['Eles falam em crescimento e não fortalecem o povo', 'Enganaram você e ainda vão fazer de novo', 'Vão fazer de novo'], ['Vão fazer de novo! (Vão fazer de novo! Vão fazer de novo!)'], [""That's why I love you so much you girl, I"", ""I can't live without your love""], ['Na vida tudo se baseia na confiança', 'Tamo aí na luta sem perder a esperança', 'Você corre comigo porque sabe quem eu sou', 'Mais um sobrevivente que o sistema lesou'], ['Eles falam em crescimento e não fortalecem o povo', 'Enganaram você e ainda vão fazer de novo', 'Vão fazer de novo', 'Vão fazer de novo...'], ['Alguns vivem como se nunca fossem morrer...', 'Outros morrem como se nunca tivessem vivido...', 'Eu não vivo em vão!', 'Tenho coragem!', 'Eu vivo!', 'Eu não me intimido!', 'Eu vivo!', 'Guerreiro é guerreiro de noite e de dia!', 'Guerreiro é guerreiro de noite e de dia!'], ['wwwwwooooo! (wwwwwooooo! wwwwwooooo! wwwwwooooo!) [Primex! (o)]'], ['Viver... viver e ser livre', 'Saber dar valor para as coisas mais simples', 'Só o amor constrói pontes indestrutíveis'], ['A arte maior é o jeito de cada um', 'Vivo pra ser feliz, não vivo pra ser comum!', 'A arte maior é o jeito de cada um', 'O tom do brilho é o que temos em comum!'], ['(English part)'], ['Em plena atividade! Paz e liberdade!', 'Em plena atividade! Paz e liberdade!', 'Em plena atividade! Paz e liberdade!', 'Em plena atividade! Paz e liberdade!', 'Em plena atividade! Paz e liberdade!', 'Em plena atividade! Paz e liberdade!']]",491,73590
"[['Seremos donos do nosso amanhã', 'Se estivermos unidos', 'Em sintonia com os nossos sonhos', 'Mesmo se não formos iguais', 'Pois não somos iguais, eu'], ['Caminho no meio da multidão', 'Eu me sinto à vontade', 'Pois partilhamos noites, ruas e sonhos', 'Como se fôssemos iguais'], ['Pois me faz tocar o céu, ver você sorrir', 'Vem, lua, vem', 'Vem dançar pra mim', 'Ninguém em seu lugar', 'Então deixa a noite seguir', 'Bom poder brindar que você está aqui'], ['Dona do meu pensamento, você, nossa história', 'Dona do meu pensamento, você, nossa história'], ['Observados por dragões ferozes', 'Lutamos pra sobreviver', 'Mas precisamos realmente saber', 'O real valor que a vida tem, eu'], ['Caminho no meio da multidão', 'Eu me sinto à vontade', 'Pois partilhamos noites, ruas e sonhos', 'Como se fôssemos iguais'], ['Pois me faz tocar o céu, ver você sorrir', 'Vem, lua, vem', 'Vem dançar pra mim', 'Ninguém em seu lugar', 'Então deixa a noite seguir', 'Bom poder brindar que você está aqui'], ['Dona do meu pensamento, você, nossa história', 'Dona do meu pensamento, você, nossa história'], ['Eu sempre vou te amar', 'Eu sei que eu sempre vou te amar'], ['Dona do meu pensamento, você, nossa história', 'Dona do meu pensamento, você, nossa história'], ['Nossa história, nossa história', 'Nossa história, nossa história']]",238,1108361
"[['Hoje eu vou sair pra encontrar o amor', 'Espero a tanto tempo e ainda não rolou', 'O vento diz que é hoje em meio à multidão', 'Que eu vou encontrar a dona do meu coração', 'Aí sempre', 'Sorrir e chorar e ter alguém pra compartilhar', 'Sempre', 'Viver para alguém que me ama e dividir', 'Sempre', 'Felicidade e amor', 'Então'], ['Me encontra ou deixa eu te encontrar', 'Me encontra ou deixa eu te encontrar', 'Me encontra ou deixa eu te encontrar', 'Me encontra ou deixa eu te encontrar'], ['Eu não conheço todas as flores', 'Mas vou mandar todas que eu puder', 'Vivemos tempos de loucos amores', 'Só é feliz quem sabe o que quer'], ['Me encontra ou deixa eu te encontrar', 'Me encontra ou deixa eu te encontrar', 'Me encontra ou deixa eu te encontrar', 'Me encontra ou deixa eu te encontrar'], ['Fico pensando onde está você', 'E se você estaria pensando em me encontrar', 'Como sou, onde estou, onde quero chegar?', 'Como sou, como é que vai ser, onde vou te levar?', 'Mas se você me ver, pode acenar pra mim', 'Já pensou que louco te encontrar assim?', 'Eu vou na boa, vou na fé, sei que vou te encontrar', 'E quando eu te encontrar nós vamos comemorar!'], ['Me encontra ou deixa eu te encontrar', 'Me encontra ou deixa eu te encontrar', 'Me encontra ou deixa eu te encontrar', 'Me encontra ou deixa eu te encontrar']]",220,2321107
"[['Agora eu sei exatamente o que fazer', 'Bom recomeçar, poder contar com você', 'Pois eu me lembro de tudo, irmão', 'Eu estava lá também', 'Um homem quando está em paz', 'Não quer guerra com ninguém'], ['Eu segurei minhas lágrimas', 'Pois não queria demonstrar a emoção', 'Já que estava ali só pra observar', 'E aprender um pouco mais sobre a percepção', 'Eles dizem que é impossível encontrar o amor', 'Sem perder a razão', 'Mas pra quem tem pensamento forte', 'O impossível é só questão de opinião'], ['E disso os loucos sabem', 'Só os loucos sabem', 'Disso os loucos sabem', 'Só os loucos sabem'], ['Toda positividade, eu desejo a você', 'Pois precisamos disso nos dias de luta', 'O medo cega os nossos sonhos', 'O medo cega os nossos sonhos', 'Menina linda, eu quero morar na sua rua'], ['Você deixou saudade', 'Você deixou saudade', 'Quero te ver outra vez', 'Quero te ver outra vez', 'Você deixou saudade'], ['Agora eu sei exatamente o que fazer', 'Vou recomeçar, poder contar com você', 'Pois eu me lembro de tudo, irmão', 'Eu estava lá também', 'Um homem quando está em paz', 'Não quer guerra com ninguém']]",240,9690709
"[['Inabalavelmente eu sigo em frente!', 'Inabalavelmente eu sigo em frente!'], ['Reciclando o lixo de tudo de errado', 'Que a humanidade fez', 'Reciclar o lixo, veja tudo de errado', 'Que a humanidade já fez!'], ['Isso é só o início, faça uma prece', 'Ponha fé, tente mais uma vez', 'Isso é só o início, faça uma prece', 'Pros seus pais, mais uma vez!'], ['Quando eu falo através de uma música', 'Eu chego mais perto!', 'Quando eu falo através de um som', 'Eu chego mais perto!', 'Quando eu falo através de uma música', 'Eu chego mais perto!', 'Quando eu falo através de um som', '.', 'Com o isqueiro ou maçarico eu vou deixar a chapa quente!', 'Tenho fé em Deus, e o poder da minha mente', 'A mili... miliano tamo aí virando a mesa', 'Carta na manga para o elemento surpresa!', 'E se disserem pra você, que você não vai conseguir', 'Deixa falar, deixa falar, deixa sorrir!', 'Já disseram isso pra mim, e hoje eu to com o microfone', 'A vida dá o caminho pro sujeito homem', 'Então recicle suas ideias, e queira prosperar!', 'Preserve a natureza, pro seu filho aproveitar', 'Então erga a mão pro alto, faça a diferença', 'Esteja sempre em paz com a sua consciência!'], ['Quando eu falo através de uma música', 'Eu chego mais perto!', 'Quando eu falo através de um som', 'Eu chego mais perto!', 'Quando eu falo através de uma música', 'Eu chego mais perto!', 'Quando eu falo através de um som'], ['Original, rud boy, skateboard vibration, Charlie Brown on the house, dez!', 'Feel good...'], ['Inabalavelmente eu sigo em frente!', 'Inabalavelmente eu sigo em frente!'], ['Reciclando o lixo de tudo de errado', 'Que a humanidade fez', 'Reciclar o lixo, veja tudo de errado', 'Que a humanidade já fez!'], ['Isso é só o início, faça uma prece', 'Ponha fé, tente mais uma vez', 'Isso é só o início, faça uma prece', 'Pros seus pais, mais uma vez!'], ['Quando eu falo através de uma música', 'Eu chego mais perto!', 'Quando eu falo através de um som', 'Eu chego mais perto!', 'Quando eu falo através de uma música', 'Eu chego mais perto!', 'Quando eu falo através de um som']]",265,220356
"[['Nuvens que são só nuvens, pois sei que o sol brilha sobre nós', 'Dias que são só dias, o tempo passa e ainda se ouve a voz', 'Gente que foi embora, que não faz falta e foi melhor pra nós', 'Tudo pode ser melhor assim', 'Somente eu e você', 'Nóis dois agora'], ['Agora é a hora', 'A hora é agora', 'Só existe o agora', 'Só existe o agora'], ['Eu quero te fazer esquecer de tudo', 'Dar pra nossa vida um novo rumo', 'Quero te fazer esquecer de tudo...tudo'], ['Não tenha medo não', 'Quero fazer o que seus olhos dizem pra eu fazer', 'Seus olhos dizem que não estão em suas palavras', 'Vamos pra longe hoje'], ['Eu quero te fazer esquecer de tudo', 'Dar pra nossa vida um novo rumo', 'Eu quero te fazer esquecer de tudo', 'Dar pra nossa vida um novo rumo'], ['Nuvens que são só nuvens, pois sei que o sol brilha sobre nós', 'Dias que são só dias, o tempo passa e ainda se ouve a voz', 'Gente que foi embora, que não faz falta e foi melhor pra nós', 'Tudo pode ser melhor assim', 'Somente eu e você!', 'Nóis dois agora'], ['Agora é a hora', 'A hora é agora', 'Só existe o agora', 'Só existe o agora'], ['Eu quero te fazer esquecer de tudo', 'Dar pra nossa vida um novo rumo', 'Quero te fazer esquecer de tudo... tudo'], ['Não tenha medo não', 'Quero fazer o que seus olhos dizem pra eu fazer', 'Seus olhos dizem que não estão em suas palavras', 'Vamos pra longe hoje'], ['Eu quero te fazer esquecer de tudo', 'E dar pra nossa vida um novo rumo', 'Eu quero te fazer esquecer de tudo', 'E dar pra nossa vida um novo rumo'], ['Novo rumo.. um novo rumo...'], ['Seus olhos dizem que não estão em suas palavras', 'Vamos pra longe hoje!']]",262,365084
"[['Escute o que diz a sua alma', 'Leve a vida com um pouco mais de calma', 'Deixe que o instinto mais puro te mostre o caminho', 'Quem tem fé sabe que não está sozinho', 'Que não está sozinho', 'Que não está sozinho', 'Ponha fé no seu caminho'], ['Escute o que diz a sua alma', 'Leve a vida com um pouco mais de calma', 'Deixe que o instinto mais puro te mostre o caminho', 'Quem tem fé sabe que não está sozinho', 'Que não está sozinho', 'Você não está sozinho', 'Ponha fé no seu caminho'], ['Quando seus olhos refletem o pôr-do-sol', 'É quando você para pra ver e apreciar o universo', 'Quando seus olhos refletem o pôr-do-sol', 'É quando você para pra refletir sobre o que é certo'], ['O melhor da vida', 'É a sensação de paz e amor', 'O melhor da vida', 'Um dia só pra vadiar'], ['O melhor da vida', 'É a sensação de paz e amor', 'O melhor da vida', 'Um dia só pra vadiar'], ['Só pra vadiar [x4]'], ['Simplicidade traz conceito, pura coletividade', 'Eu represento a minha cidade com responsa e orgulho sim', 'Heroi eu nunca fui, mas eu nunca vacilei', 'Se nunca vacilei não é agora que vai ser'], ['Cansado de esperar, eu fui e fiz acontecer', 'De vagabundo a gerador de empregos, pode crer', 'Pode crer que é assim que tem que ser', 'Pra nossa vida melhorar o povo tem que parar de sofrer'], ['Obstinação e o pensamento forte', 'É essa a base de um guerreiro de estilo nobre', 'Eu digo paz e evolução para o meu povo pobre', 'O pensamento coletivo que aqui explode'], ['Filho de guerreiro, a família vem primeiro', 'A rua me educou e me formou um verdadeiro', 'Eu vou que vou, vou com fé, vou com determinação', 'Sangue nos olhos no caminho da evolução'], ['O melhor da vida', 'É a sensação de paz e amor', 'O melhor da vida', 'Um dia só pra vadiar'], ['O melhor da vida', 'É a sensação de paz e amor', 'O melhor da vida', 'Um dia só pra vadiar'], ['Só pra vadiar [x4]'], ['Quanta coisa boa você aprendeu', 'Você fez sua parte e tudo aconteceu']]",245,382705
"[['Eu estou ficando louco', 'Ou o mundo vai mal?', 'A situação que se vê', 'É crise e pane geral!'], ['Uns tentam se matar', 'Outros tentam se salvar', 'E no final do jogo', 'Eu quero ver quem', 'Vai estar lá!'], ['Eu olho pra estante', 'Vejo a foto desfalcada', 'Nessa vida já se foram', 'Vários camaradas!'], ['Gente que faz falta', 'Ou pisou e deu revolta', 'Saudade nunca vai', 'Mas saudade sempre volta!'], ['A vida me ensinou', 'A dar valor pras pessoas', 'Ver o lado positivo', 'Elas podem ser boas!'], ['Mas tem gente que ama as coisas', 'E usa as pessoas', 'Tem gente que não sabe o que é', 'Amizade e nem responsa!'], ['Vagabundo é foda, pisa pra caralho', 'Mas vacilão comigo é', 'Carta fora do baralho'], ['Sai de perto, meu Deus', 'Pior que assombração!', 'Mas não me deixo abater', 'Eu vou que vou, eu sou firmão!'], ['Sou puro sangue e pode crer', 'Que não foi fácil', 'Eu vou na humilde', 'Mas a mim eu mesmo faço!'], ['Puro sangue!', 'E pode crer', 'Que não foi fácil', 'Eu vou na humilde', 'Mas a mim eu mesmo faço!'], ['Eu vivo por isso, sem isso não vivo', 'O outro lado da distância', 'É um elo perdido!', 'Força, atitude, coragem, respeito', 'Amor e memórias cravadas em meu peito!'], ['Dias de luta, dias de glória', 'Em cada show uma alegria', 'Em cada esquina uma história!', 'Dias de luta, dias de glória', 'Lugares incríveis, mó galera da hora!'], ['E não tão longe que eu não possa voltar', 'E nada tão difícil que eu não possa superar, sim!', 'Não tão longe que eu não possa voltar', 'Pois águas do passado não vão mais me incomodar, é!'], ['Mas... Vagabundo é foda, pisa pra caralho', 'Mas vacilão comigo é', 'Carta fora do baralho'], ['Sai de perto, meu Deus', 'Pior que assombração!', 'Mas não me deixo abater', 'Eu vou que vou, eu sou firmão!'], ['Sou puro sangue e pode crer', 'Que não foi fácil', 'Eu vou na humilde', 'Mas a mim eu mesmo faço!'], ['Puro sangue! E pode crer', 'Que não foi fácil', 'Eu vou na humilde', 'Mas a mim eu mesmo faço!'], ['Ruína do conspirador', 'Se arrepende e tem rancor!', 'Raiva de si mesmo porque desacreditou', 'Que o mundo dá volta', 'Olha nós de volta', 'Ó nós de volta', 'Ó nós de volta, é!'], ['Meu cumpade, eu te avisei', 'Pense bem no que vai fazer', 'Muito embora você já não merecesse', 'Mas, o mundo é louco desse jeito', 'Não adianta procurar, ninguém é', 'Perfeito, existe muita ilusão', 'E você sabe muito bem!'], ['O tempo é sábio, o tempo é ouro', 'O tempo é rei!', 'No dia a dia onde se prova quem é quem!', 'Suas atitudes, nas suas virtudes', 'E até nos seus defeitos que se forem', 'Normais, serão aceitos!'], ['Uma coisa eu já ouvi de um amigo meu', 'Nunca tenha ingratidão, com quem já te fortaleceu!', 'Essa que é a verdade, verme não deixa saudade', 'Eu só lamento, não fico perdido no tempo', 'Não quero mal a ninguém, eu sou da paz', 'Eu sou do bem!']]",247,568999
"[['Faço o que gosto dessa vida', 'E tenho as ruas para andarA morada do sossego hoje é o meu lugarUma amizade a mais é uma saudade a menosEntão se liga na responsa, um bom conceito é tudo que temos'], [""Ligado na responsa, o rock'n roll é minha arte"", 'Se precisar de mim, tamo aí na atividade', 'Porque a subida é longa e o dragão é feroz', 'Mas Deus me deu o dom, a inteligência e a voz!'], ['Pra cantar pra você!', 'Pra eu cantar pra você!', 'Vou cantar pra você!', 'Vou cantar pra você!'], ['Só o que tenho nessa vida', 'São as ruas para andar', 'A morada do sossego hoje é o meu lugar'], ['Recicle suas ideias, para que possa prosperar', 'Uma nova onda positiva, agora vai te alimentar', 'Então não tome mais um gole', 'Deste copo de veneno', 'Se liga na responsa o bom conceito é tudo que temos'], ['Vários baseados acesos', 'Iluminam a cidade', 'Dessa vida eu só quero amor, paz e liberdade'], ['Por que a subida é longa', 'E o dragão é feroz, mas Deus me deu o dom, a inteligência e a voz!'], ['Pra cantar pra você!', 'Pra eu cantar pra você!', 'Vou cantar pra você!', 'Vou cantar pra você!'], ['Só o que tenho nessa vida', 'São as ruas para andar', 'A morada do sossego hoje é o meu lugar'], ['Pra eu cantar pra você!', 'Pra eu cantar pra você!', 'Vou cantar pra você!', 'Vou cantar pra você!']]",189,160539
"[['Os cortes que a vida me fez', 'Foram aprendizados que eu tiveHoje a vida me cortou outra vezA vida vive testando meus limites'], ['Ser forte é ter,', 'Coragem pra continuar', 'Ter força é ter,', 'Força pra se superar'], ['A  vida pode ser como você imagina', 'Se você não se perder no caminho', 'Pergunte a si mesmo se você não é capaz', 'Olhe pro lado e veja que você não está sozinho'], ['Nascemos para ser livres', 'O sol está em suas mãos', 'Plante essa semente', 'Nascemos para ser livres', 'O sol está em suas mãos', 'Plante essa semente'], ['Os cortes que a vida me fez', 'Foram aprendizados que eu tive', 'Hoje a vida me cortou outra vez', 'A vida vive testando meus limites'], ['Força é ter,', 'Coragem pra continuar', 'Ter força é ter,', 'Força pra se superar'], ['Há uma guerra pela sua vontade', 'Há uma guerra pela sua atenção', 'Há uma guerra pelo seu pensamento', 'Há uma guerra pela sua visão'], ['Nascemos para ser livres', 'O sol está em suas mãos', 'Plante essa semente', 'Nascemos para ser livres', 'O sol está em suas mãos', 'Plante essa semente', 'Plante essa semente do bem'], ['Sempre sorrindo eu quero te ver', 'Vem comigo até o amanhecer', 'Deixa eu contemplar o vento em você', 'Tudo de você que eu possa ter'], ['Somos nós, que controlamos a nossa paz', 'Somos nós, que controlamos a nossa paz'], ['O nosso tempo é tudo que temos', 'Nossas escolhas vão dizer pra onde iremos', 'Nossa vontade é o que faremos', 'Pois sei que unidos, juntos venceremos'], ['Nascemos para ser livres', 'O sol está em suas mãos', 'Plante essa semente', 'Plante essa semente do bem']]",260,119652
"[['Uma só vida pra viver, tenho sede nela eu vou', 'Uma só vida pra viver'], ['Ela passa na caranga ouvindo o som da minha banda', 'Com olhar de veneno, não é mais criança', 'Ela é muito gostosa e usa roupa colada', 'Completamente pronta ela é a melhor da parada'], ['O doce dela é bala e ela vai na rave', 'Eu vou colar com ela, ela me deixa crazy', 'Style pimp eu sou , ela é gata, eu vou', 'Mulher bonita e vagabundo sempre combinou'], ['Eu só quero um fim de tarde e um lugar só meu e ela pra curtir', 'Eu só quero um fim de tarde e um lugar só meu e ela pra curtir', 'Eu só quero um fim de tarde e lugar só meu e ela pra curtir', 'Eu só quero um fim de tarde'], ['É com você que eu vou,', 'Quero curtir com você um pouco mais,', 'Com você que eu vou,', 'A gente junto se diverte muito mais,', 'Com você que eu vou,', 'O nosso instinto fala por nós,', 'Com você que eu vou,', 'A gente junto se diverte muito mais,'], ['Uma só vida pra viver, tenho sede nela eu vou', 'Você está aqui e eu também estou', 'Uma só vida pra viver, tenho sede nela eu vou', 'Você está aqui e eu também estou'], ['Mas ela vem no style, pra alegrar o meu baile', 'Não conhece, não fale, tira o zói, estar com quem sabe lhe dar', 'Mulher sabe o que quer, tá ligado rapaz', 'Então tem que chegar chegando, tratar bem, ligar,', 'Ser pontual, atencioso e bom ouvinte,', 'Presentinho, lingerie, champanhe e brinde,', 'Style pimp eu sou, ela é gata, eu vou', 'Mulher bonita e vagabundo sempre combinou'], ['Eu só quero um fim de tarde e um lugar só meu e ela pra curtir', 'Eu só quero um fim de tarde e um lugar só meu e ela pra curtir', 'Eu só quero um fim de tarde e lugar só meu e ela pra curtir', 'Eu só quero um fim de tarde'], ['E é com você que eu vou,', 'Quero curtir com você um pouco mais,', 'Com você que eu vou,', 'A gente junto se diverte muito mais,', 'Com você que eu vou,', 'O nosso instinto fala por nós,', 'Com você que eu vou,', 'A gente junto se diverte muito mais,'], ['Uma só vida pra viver, tenho sede nela eu vou', 'Você está aqui e eu também estou', 'Uma só vida pra viver, tenho sede nela eu vou', 'Você está aqui e eu também estou'], ['Brisa', 'O sol se vai lentamente', 'Aprenda com a vida', 'E com toda essa gente'], ['É com você que eu vou, uouoou', 'É com você que eu vou,', 'Quero curtir com você um pouco mais,', 'Com você que eu vou,', 'O nosso instinto fala por nós,', 'Com você que eu vou,', 'A gente junto se diverte muito mais,'], ['Uma só vida pra viver, tenho sede nela eu vou', 'Você está aqui e eu também estou', 'Uma só vida pra viver, tenho sede nela eu vou', 'Você está aqui e eu também estou']]",299,251788
"[['Não deixa ninguém controlar sua vida,', 'Acorde e repense tudo de novo,', 'Se libertar do que te atrase a vida,', 'Agora é hora de virar o jogo.'], ['Não deixar ninguém interferir,', 'Não se anular, viver dias de sol (de sol)', 'Não deixar ninguém interferir', 'Não se anular, viver dias de sol.'], ['Não deixar que a vida passe em vão,', 'Sem que eu possa errar também (sem que eu saiba o que fazer)', 'Não deixar que a vida passe sem que eu possa enlouquecer.'], ['Lembre-se que eu sempre me importei,', 'Mas o vento é livre e o tempo vai seguir,', 'Não importa o que aconteça você sempre terá o seu valor,', 'Não perca a esperança.'], ['Não deixar ninguém interferir,', 'Não se anular, viver dias de sol (de sol)', 'Não deixar ninguém interferir,', 'Não se anular, viver dias de sol.'], ['Não deixar que a vida passe em vão,', 'Sem que eu possa errar também (sem que eu saiba o que fazer)', 'Não deixar que a vida passe sem que eu possa enlouquecer.'], ['Não deixar ninguém interferir,', 'Não se anular, viver dias de sol (de sol)', 'Não deixar ninguém interferir,', 'Não se anular, viver dias de sol.'], ['Não deixar ninguém interferir,', 'Não se anular, viver dias de sol (de sol)', 'Não deixar ninguém interferir,', 'Não se anular, viver dias de sol.'], ['Não deixar que a vida passe em vão,', 'Sem que eu possa errar também (sem que eu saiba o que fazer)', 'Não deixar que a vida passe sem que eu possa enlouquecer.']]",257,251395
"[['Escrevi seu nome no meu braço', 'Eu não te esqueço mais', 'É bom cuidar dessa responsa', 'Cuida de mim senão te largo e eu não volto mais', 'Comigo ninguém tira onda'], ['Eu quero alguém que vá comigo além', 'Me fortaleça a encarar a vida', 'A vida é minha eu tenho vez também', 'Eu quero aproveitar a brisa'], ['Domingo eu volto com uma sede de leão pra matar', 'E você vai pagar a conta', 'Não vou perdoar se você não estiver lá não', 'Comigo ninguém tira onda'], ['Eu quero alguém que vá comigo além', 'Me fortaleça encarar a vida', 'A vida é minha eu tenho vez também', 'Eu quero aproveitar a brisa'], ['Eu quero alguém que vá comigo além', 'Me fortaleça encarar a vida', 'A vida é minha eu tenho vez também', 'Eu quero aproveitar a brisa']]",183,144442
"[['Sem desandar, sem humilhar ninguém', 'É assim que eu quero ser, sim, um cara melhor', 'Não melhor do que ninguém, mas o melhor que eu puder ser', 'O tempo passa e tudo muda e você tem que entender', 'Que existem vários caminhos, escolha um pra você', 'Você tem o dom da voz, você tem o poder', 'De prosperar, de evoluir e de fazer acontecer', 'De prosperar, de evoluir e de fazer acontecer'], ['Entenda como se comportam os homens', 'Não se respeitam e não se tratam como irmãos', 'Pois quase tudo gira em torno de poder', 'E sufocado eu me liberto nessa canção'], ['Então faça o que tiver que fazer', 'Busque a evolução e se liberte', 'Não fique aí perdido no espaço', 'Pois ficar só reclamando é muito fácil'], ['Você nasceu pra brilhar, o sol está em suas mãos'], ['Livre eu vivo, livre eu sou', 'Livre eu vivo, livre eu sou'], ['Camisa 10 joga bola até na chuva', 'Eu não sou envolvido mas meu papo não faz curva', 'Sem sequer imaginar no que viria a ser melhor'], ['Sólido na volta, por cima, eu vou com tudo', 'Pode anunciar e convidar todo mundo', 'Nessa vida eu quero amor, paz, sossego e liberdade', 'Charlie Brown Jr invadindo a cidade'], ['Na vida eu quero amor, paz, sossego e liberdade', 'Charlie Brown Jr invadindo a cidade', 'Na vida eu quero amor, paz, sossego e liberdade', 'Charlie Brown Jr invadindo a cidade'], ['Livre eu vivo, livre eu sou', 'Livre eu vivo, livre eu sou'], ['Camisa 10 joga bola até na chuva', 'Eu não sou envolvido mas meu papo não faz curva', 'Sem sequer imaginar no que viria a ser melhor'], ['Sólido na volta, por cima, eu vou com tudo', 'Pode anunciar e convidar todo mundo', 'Nessa vida eu quero amor, paz, sossego e liberdade', 'Charlie Brown Jr invadindo a cidade'], ['Na vida eu quero amor, paz, sossego e liberdade', 'Charlie Brown Jr invadindo a cidade', 'Na vida eu quero amor, paz, sossego e liberdade', 'Charlie Brown Jr invadindo a cidade']]",14,266621
"[['Um dia na praia', 'A gente jurou ficar junto pra sempre', 'Depois, tudo mudou'], ['Eram portas abertas que depois se fecharam', 'O tempo passou e as coisas mudaram', 'Separaram a gente', 'As circunstâncias e as coisas', '(As circunstâncias e as coisas)'], ['Então vamos viver', 'E um dia a gente se encontra', 'Então vamos viver', 'E um dia a gente se encontra'], ['Então vamos viver', 'E um dia a gente se encontra', 'Então vamos viver', 'E um dia a gente se encontra'], ['Ruas desertas, conflitos internos', 'Vivendo um sonho que não é só meu', 'Saudade de casa', 'Que grande ironia', 'Meu tempo agora não é mais só meu', 'E você não entende', 'A ação do tempo e as coisas', '(As circunstâncias e as coisas)'], ['Então vamos viver', 'E um dia a gente se encontra', 'Então vamos viver', 'E um dia a gente se encontra'], ['Então vamos viver', 'E um dia a gente se encontra', 'Então vamos viver', 'E um dia a gente se encontra'], ['A liberdade é essencial pra mim', 'Felicidade é essencial pra mim', 'Se quem eu amo tem amor por mim', 'Eu sei que ainda estamos longe do fim'], ['Então vamos viver', 'E um dia a gente se encontra', 'Então vamos viver', 'E um dia a gente se encontra'], ['Então vamos viver', 'E um dia a gente se encontra', 'Então vamos viver', 'E um dia a gente se encontra']]",136,1832886
